"地域","系统","实例规格","按量目录价","包月目录价","按量折扣价","包月折扣价","1年付总价","包周价格","按量月价(30天)","3年付总价","5年付总价","架构","处理器","vCPUs","内存(GiB)","处理器主频/睿频","内网收发包","内网带宽","GPU/FPGA"
"美国 (硅谷)","linux","ecs.g9i.12xlarge","13.7256","7927.33","13.7256","7927.33","78956.22","2219.65","9882.43","154107.33","166473.97","x86","Intel(R) Xeon(R) 6982P-C",48,192,3.6,9000000,25600000,""
"美国 (硅谷)","linux","ecs.i5.12xlarge","28.4437","13653.06","28.4437","13653.06","163836.72","3822.86","20479.46","491510.16","819183.6","x86","Intel(R) Xeon(R) 6982P-C",48,384,3.8,20000000,122880000,""
"美国 (硅谷)","linux","ecs.hfr9i.12xlarge","20.6131","11727.57","20.6131","11727.57","116806.58","3283.72","14841.43","227983.93","246278.94","x86","Intel(R) Xeon(R) 6982P-C",48,384,3.8,9000000,25600000,""
"美国 (硅谷)","linux","ecs.r9i.12xlarge","18.0348","10265.47","18.0348","10265.47","102244.1","2874.33","12985.06","199560.77","215574.91","x86","Intel(R) Xeon(R) 6982P-C",48,384,3.6,9000000,25600000,""
"美国 (硅谷)","linux","ecs.c9i.16xlarge","16.3856","8586.48","16.3856","8586.48","85521.34","2404.21","11797.63","166921.17","180316.08","x86","Intel(R) Xeon(R) 6982P-C",64,128,3.6,12000000,28672000,""
"美国 (硅谷)","linux","ecs.c9ae.16xlarge","18.5903","9362.95","18.5903","9362.95","93254.94","2621.62","13385.02","182015.67","196621.86","x86","AMD EPYC 9T95 192-Core",64,128,3.7,10000000,32768000,""
"美国 (硅谷)","linux","ecs.hfc9i.16xlarge","18.7322","9809.44","18.7322","9809.44","97702.02","2746.64","13487.18","190695.51","205998.24","x86","Intel(R) Xeon(R) 6982P-C",64,128,3.8,12000000,36864000,""
"美国 (硅谷)","linux","ecs.g9i.16xlarge","18.3008","10569.78","18.3008","10569.78","105274.97","2959.54","13176.58","205476.45","221965.3","x86","Intel(R) Xeon(R) 6982P-C",64,256,3.6,12000000,28672000,""
"美国 (硅谷)","linux","ecs.hfg9i.16xlarge","20.9074","12075.21","20.9074","12075.21","120269.13","3381.06","15053.33","234742.16","253579.5","x86","Intel(R) Xeon(R) 6982P-C",64,256,3.8,12000000,36864000,""
"美国 (硅谷)","linux","ecs.r9i.16xlarge","24.0464","13687.3","24.0464","13687.3","136325.47","3832.44","17313.41","266081.04","287433.22","x86","Intel(R) Xeon(R) 6982P-C",64,512,3.6,12000000,28672000,""
"美国 (硅谷)","linux","ecs.hfr9i.16xlarge","27.4841","15636.76","27.4841","15636.76","155742.11","4378.29","19788.55","303978.58","328371.92","x86","Intel(R) Xeon(R) 6982P-C",64,512,3.8,12000000,36864000,""
"美国 (硅谷)","linux","ecs.i5.16xlarge","37.925","18204.08","37.925","18204.08","218448.96","5097.14","27306.00","655346.88","1092244.8","x86","Intel(R) Xeon(R) 6982P-C",64,512,3.8,27000000,163840000,""
"美国 (硅谷)","linux","ecs.hfc9i.24xlarge","28.0983","14714.16","28.0983","14714.16","146553.03","4119.96","20230.78","286043.27","308997.36","x86","Intel(R) Xeon(R) 6982P-C",96,192,3.8,16000000,49152000,""
"美国 (硅谷)","linux","ecs.c9i.24xlarge","24.5784","12879.72","24.5784","12879.72","128282.01","3606.32","17696.45","250381.76","270474.12","x86","Intel(R) Xeon(R) 6982P-C",96,192,3.6,18000000,32768000,""
"美国 (硅谷)","linux","ecs.c9ae.24xlarge","27.8854","14044.42","27.8854","14044.42","139882.41","3932.44","20077.49","273023.5","294932.79","x86","AMD EPYC 9T95 192-Core",96,192,3.7,15000000,51200000,""
"美国 (硅谷)","linux","ecs.hfg9i.24xlarge","31.361","18112.82","31.361","18112.82","180403.7","5071.59","22579.92","352113.24","380369.24","x86","Intel(R) Xeon(R) 6982P-C",96,384,3.8,16000000,49152000,""
"美国 (硅谷)","linux","ecs.g9i.24xlarge","27.4512","15854.66","27.4512","15854.66","157912.46","4439.31","19764.86","308214.67","332947.94","x86","Intel(R) Xeon(R) 6982P-C",96,384,3.6,18000000,32768000,""
"美国 (硅谷)","linux","ecs.hfr9i.24xlarge","41.2261","23455.14","41.2261","23455.14","233613.16","6567.44","29682.79","455967.86","492557.88","x86","Intel(R) Xeon(R) 6982P-C",96,768,3.8,16000000,49152000,""
"美国 (硅谷)","linux","ecs.r9i.24xlarge","36.0696","20530.94","36.0696","20530.94","204488.2","5748.66","25970.11","399121.55","431149.82","x86","Intel(R) Xeon(R) 6982P-C",96,768,3.6,18000000,32768000,""
"美国 (硅谷)","linux","ecs.c9ae.32xlarge","37.1805","18725.89","37.1805","18725.89","186509.88","5243.25","26769.96","364031.33","393243.72","x86","AMD EPYC 9T95 192-Core",128,256,3.7,20000000,65536000,""
"美国 (硅谷)","linux","ecs.c9i.32xlarge","32.7712","17172.96","32.7712","17172.96","171042.68","4808.43","23595.26","333842.34","360632.16","x86","Intel(R) Xeon(R) 6982P-C",128,256,3.6,20000000,36864000,""
"美国 (硅谷)","linux","ecs.g9i.32xlarge","36.6016","21139.55","36.6016","21139.55","210549.93","5919.07","26353.15","410952.89","443930.59","x86","Intel(R) Xeon(R) 6982P-C",128,512,3.6,20000000,36864000,""
"美国 (硅谷)","linux","ecs.r9i.32xlarge","48.0928","27374.59","48.0928","27374.59","272650.93","7664.89","34626.82","532162.07","574866.43","x86","Intel(R) Xeon(R) 6982P-C",128,1024,3.6,20000000,36864000,""
"美国 (硅谷)","linux","ecs.hfc9i.36xlarge","53.6424","28090.67","53.6424","28090.67","279783.06","7865.39","38622.53","546082.61","589904.06","x86","Intel(R) Xeon(R) 6982P-C",144,384,3.8,20000000,65536000,""
"美国 (硅谷)","linux","ecs.hfg9i.36xlarge","59.8714","34579.02","59.8714","34579.02","344407.06","9682.13","43107.41","672216.19","726159.47","x86","Intel(R) Xeon(R) 6982P-C",144,768,3.8,20000000,65536000,""
"美国 (硅谷)","linux","ecs.hfr9i.36xlarge","78.7043","44777.99","78.7043","44777.99","445988.77","12537.84","56667.10","870484.1","940337.77","x86","Intel(R) Xeon(R) 6982P-C",144,1536,3.8,20000000,65536000,""
"美国 (硅谷)","linux","ecs.c9i.48xlarge","51.6146","27047.41","51.6146","27047.41","269392.22","7573.28","37162.51","525801.69","567995.65","x86","Intel(R) Xeon(R) 6982P-C",192,384,3.6,24000000,65536000,""
"美国 (硅谷)","linux","ecs.c9ae.48xlarge","55.7708","28088.84","55.7708","28088.84","279764.82","7864.87","40154.98","546047.0","589865.58","x86","AMD EPYC 9T95 192-Core",192,384,3.7,30000000,102400000,""
"美国 (硅谷)","linux","ecs.g9i.48xlarge","57.6475","33294.79","57.6475","33294.79","331616.15","9322.54","41506.20","647250.8","699190.68","x86","Intel(R) Xeon(R) 6982P-C",192,768,3.6,24000000,65536000,""
"美国 (硅谷)","linux","ecs.ebmg9i.48xlarge","57.6475","33294.79","57.6475","33294.79","331616.15","9322.54","41506.20","647250.8","699190.68","ebm","Intel(R) Xeon(R) 6982P-C",192,768,3.6,24000000,65536000,""
"美国 (硅谷)","linux","ecs.r9i.48xlarge","75.7462","43114.98","75.7462","43114.98","429425.23","12072.2","54537.26","838155.26","905414.63","x86","Intel(R) Xeon(R) 6982P-C",192,1536,3.6,24000000,65536000,""
"美国 (硅谷)","linux","ecs.t6-c4m1.large","0.04","14.49","0.0372","14.49","147.8","4.06","26.78","286.9","330.37","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",2,0.5,3.2,40000,81920,""
"美国 (硅谷)","linux","ecs.e-c4m1.large","0.0328","14.89","0.0328","14.89","151.87","4.17","23.62","294.8","339.47","x86","Intel(R) Xeon(R) Platinum",2,0.5,0,400000,204800,""
"美国 (硅谷)","linux","ecs.t6-c2m1.large","0.07","28.49","0.0651","28.49","290.6","7.98","46.87","564.1","649.57","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",2,1,3.2,60000,81920,""
"美国 (硅谷)","linux","ecs.e-c2m1.large","0.0656","29.72","0.0656","29.72","303.14","8.32","47.23","588.45","677.61","x86","Intel(R) Xeon(R) Platinum",2,1,0,400000,204800,""
"美国 (硅谷)","linux","ecs.t6-c1m1.large","0.13","56.98","0.1209","56.98","581.2","15.95","87.05","1128.2","1299.14","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",2,2,3.2,100000,81920,""
"美国 (硅谷)","linux","ecs.e-c1m1.large","0.1181","53.86","0.1181","53.86","549.39","15.08","85.03","1066.47","1228.05","x86","Intel(R) Xeon(R) Platinum",2,2,0,400000,204800,""
"美国 (硅谷)","linux","ecs.c6e.large","0.5565","256.65","0.495285","256.65","2371.46","71.86","356.61","5081.7","5851.65","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",2,4,3.2,900000,1228800,""
"美国 (硅谷)","linux","ecs.t6-c1m2.large","0.26","114.45","0.2418","114.45","1167.39","32.05","174.10","2266.11","2609.46","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",2,4,3.2,100000,81920,""
"美国 (硅谷)","linux","ecs.e-c1m2.large","0.2362","107.36","0.2362","107.36","1095.05","30.06","170.06","2125.68","2447.75","x86","Intel(R) Xeon(R) Platinum",2,4,0,200000,204800,""
"美国 (硅谷)","linux","ecs.hfc6.large","0.61","281.07","0.5429","281.07","2597.09","78.7","390.89","5565.19","6408.4","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",2,4,3.5,300000,1024000,""
"美国 (硅谷)","linux","ecs.c6.large","0.53","244.43","0.4717","244.43","2258.53","68.44","339.62","4839.71","5573.0","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",2,4,3.2,300000,1024000,""
"美国 (硅谷)","linux","ecs.t6-c1m4.large","0.51","228.82","0.4743","228.82","2333.96","64.07","341.50","4530.64","5217.1","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",2,8,3.2,100000,81920,""
"美国 (硅谷)","linux","ecs.e-c1m4.large","0.5248","238.63","0.5248","238.63","2434.03","66.82","377.86","4724.88","5440.78","x86","Intel(R) Xeon(R) Platinum",2,8,0,200000,409600,""
"美国 (硅谷)","linux","ecs.hfg6.large","0.71","330.94","0.6319","330.94","3057.89","92.66","454.97","6552.61","7545.43","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",2,8,3.5,300000,1024000,""
"美国 (硅谷)","linux","ecs.g6.large","0.65","300.85","0.5785","300.85","2779.85","84.24","416.52","5956.83","6859.38","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",2,8,3.2,300000,1024000,""
"美国 (硅谷)","linux","ecs.g6e.large","0.715","330.94","0.63635","330.94","3057.84","92.66","458.17","6552.51","7545.32","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",2,8,3.2,900000,1228800,""
"美国 (硅谷)","linux","ecs.r6e.large","0.935","428.55","0.83215","428.55","3959.79","119.99","599.15","8485.27","9770.92","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",2,16,3.2,900000,1228800,""
"美国 (硅谷)","linux","ecs.r6.large","0.85","389.59","0.7565","389.59","3599.81","109.09","544.68","7713.88","8882.65","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",2,16,3.2,300000,1024000,""
"美国 (硅谷)","linux","ecs.hfr6.large","0.93","428.53","0.8277","428.53","3959.62","119.99","595.94","8484.89","9770.48","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",2,16,3.5,300000,1024000,""
"美国 (硅谷)","linux","ecs.c6.xlarge","1.06","488.86","0.9434","488.86","4517.07","136.88","679.25","8799.48","9679.43","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",4,8,3.2,500000,1536000,""
"美国 (硅谷)","linux","ecs.c6e.xlarge","1.113","513.3","0.99057","513.3","4742.92","143.72","713.21","9239.45","10163.4","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",4,8,3.2,1000000,2048000,""
"美国 (硅谷)","linux","ecs.hfc6.xlarge","1.22","562.14","1.0858","562.14","5194.17","157.4","781.78","10118.52","11130.37","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",4,8,3.5,500000,1536000,""
"美国 (硅谷)","linux","ecs.e-c1m2.xlarge","0.7032","320.04","0.7032","320.04","3264.38","89.61","506.30","6336.74","7296.86","x86","Intel(R) Xeon(R) Platinum",4,8,0,300000,409600,""
"美国 (硅谷)","linux","ecs.e-c1m4.xlarge","1.0496","477.67","1.0496","477.67","4872.22","133.75","755.71","9457.83","10890.83","x86","Intel(R) Xeon(R) Platinum",4,16,0,300000,819200,""
"美国 (硅谷)","linux","ecs.g6.xlarge","1.3","601.7","1.157","601.7","5559.71","168.48","833.04","10830.6","11913.66","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",4,16,3.2,500000,1536000,""
"美国 (硅谷)","linux","ecs.g6e.xlarge","1.43","661.87","1.2727","661.87","6115.68","185.32","916.34","11913.66","13105.03","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",4,16,3.2,1000000,2048000,""
"美国 (硅谷)","linux","ecs.t6-c1m4.xlarge","1.0","457.23","0.93","457.23","4663.75","128.02","669.60","9053.15","10424.84","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",4,16,3.2,200000,163840,""
"美国 (硅谷)","linux","ecs.hfg6.xlarge","1.42","661.88","1.2638","661.88","6115.77","185.33","909.94","11913.84","13105.22","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",4,16,3.5,500000,1536000,""
"美国 (硅谷)","linux","ecs.hfr6.xlarge","1.86","857.06","1.6554","857.06","7919.23","239.98","1191.89","15427.08","16969.79","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",4,32,3.5,500000,1536000,""
"美国 (硅谷)","linux","ecs.r6.xlarge","1.7","779.18","1.513","779.18","7199.62","218.17","1089.36","14025.24","15427.76","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",4,32,3.2,500000,1536000,""
"美国 (硅谷)","linux","ecs.r6e.xlarge","1.87","857.1","1.6643","857.1","7919.59","239.99","1198.30","15427.76","16970.54","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",4,32,3.2,1000000,2048000,""
"美国 (硅谷)","linux","ecs.hfc6.2xlarge","2.44","1124.28","2.1716","1124.28","10388.35","314.8","1563.55","20237.04","22260.74","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",8,16,3.5,800000,2560000,""
"美国 (硅谷)","linux","ecs.c6.2xlarge","2.12","977.72","1.8868","977.72","9034.13","273.76","1358.50","17598.96","19358.86","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",8,16,3.2,800000,2560000,""
"美国 (硅谷)","linux","ecs.e-c1m2.2xlarge","1.4062","640.04","1.4062","640.04","6528.37","179.21","1012.46","12672.72","14592.83","x86","Intel(R) Xeon(R) Platinum",8,16,0,600000,819200,""
"美国 (硅谷)","linux","ecs.c6e.2xlarge","2.226","1026.61","1.98114","1026.61","9485.84","287.45","1426.42","18478.91","20326.8","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",8,16,3.2,1600000,3072000,"1  * 0"
"美国 (硅谷)","linux","ecs.g6e.2xlarge","2.86","1323.74","2.5454","1323.74","12231.36","370.65","1832.69","23827.32","26210.05","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",8,32,3.2,1600000,3072000,""
"美国 (硅谷)","linux","ecs.g6.2xlarge","2.6","1203.4","2.314","1203.4","11119.42","336.95","1666.08","21661.2","23827.32","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",8,32,3.2,800000,2560000,""
"美国 (硅谷)","linux","ecs.hfg6.2xlarge","2.84","1323.76","2.5276","1323.76","12231.54","370.65","1819.87","23827.68","26210.45","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",8,32,3.5,800000,2560000,""
"美国 (硅谷)","linux","ecs.e-c1m4.2xlarge","2.0992","955.28","2.0992","955.28","9743.84","267.48","1511.42","18914.51","21780.34","x86","Intel(R) Xeon(R) Platinum",8,32,0,600000,1228800,""
"美国 (硅谷)","linux","ecs.t6-c1m4.2xlarge","2.0","914.39","1.86","914.39","9326.78","256.03","1339.20","18104.92","20848.09","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",8,32,3.2,400000,327680,""
"美国 (硅谷)","linux","ecs.hfr6.2xlarge","3.72","1714.12","3.3108","1714.12","15838.47","479.95","2383.78","30854.16","33939.58","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",8,64,3.5,800000,2560000,""
"美国 (硅谷)","linux","ecs.r6.2xlarge","3.4","1558.36","3.026","1558.36","14399.25","436.34","2178.72","28050.48","30855.53","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",8,64,3.2,800000,2560000,""
"美国 (硅谷)","linux","ecs.r6e.2xlarge","3.74","1714.2","3.3286","1714.2","15839.17","479.97","2396.59","30855.53","33941.08","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",8,64,3.2,1600000,3072000,"1  * 0"
"美国 (硅谷)","linux","ecs.hfc6.3xlarge","3.66","1686.42","3.2574","1686.42","15582.52","472.2","2345.33","30355.56","33391.12","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",12,24,3.5,900000,4096000,""
"美国 (硅谷)","linux","ecs.c6.3xlarge","3.18","1466.58","2.8302","1466.58","13551.2","410.64","2037.74","26398.44","29038.28","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",12,24,3.2,900000,4096000,""
"美国 (硅谷)","linux","ecs.hfg6.3xlarge","4.26","1985.64","3.7914","1985.64","18347.31","555.98","2729.81","35741.52","39315.67","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",12,48,3.5,900000,4096000,""
"美国 (硅谷)","linux","ecs.g6.3xlarge","3.9","1805.1","3.471","1805.1","16679.12","505.43","2499.12","32491.8","35740.98","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",12,48,3.2,900000,4096000,""
"美国 (硅谷)","linux","ecs.r6.3xlarge","5.1","2337.54","4.539","2337.54","21598.87","654.51","3268.08","42075.72","46283.29","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",12,96,3.2,900000,4096000,""
"美国 (硅谷)","linux","ecs.hfr6.3xlarge","5.58","2571.18","4.9662","2571.18","23757.7","719.93","3575.66","46281.24","50909.36","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",12,96,3.5,900000,4096000,""
"美国 (硅谷)","linux","ecs.c6.4xlarge","4.24","1955.44","3.7736","1955.44","18068.27","547.52","2716.99","35197.92","38717.71","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",16,32,3.2,1000000,5120000,""
"美国 (硅谷)","linux","ecs.hfc6.4xlarge","4.88","2248.56","4.3432","2248.56","20776.69","629.6","3127.10","40474.08","44521.49","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",16,32,3.5,1000000,5120000,""
"美国 (硅谷)","linux","ecs.c6e.4xlarge","4.452","2053.21","3.96228","2053.21","18971.68","574.9","2852.84","36957.81","40653.6","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",16,32,3.2,3000000,6144000,""
"美国 (硅谷)","linux","ecs.g6.4xlarge","5.2","2406.8","4.628","2406.8","22238.83","673.9","3332.16","43322.4","47654.64","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",16,64,3.2,1000000,5120000,""
"美国 (硅谷)","linux","ecs.g6e.4xlarge","5.72","2647.48","5.0908","2647.48","24462.72","741.29","3665.38","47654.64","52420.1","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",16,64,3.2,3000000,6144000,""
"美国 (硅谷)","linux","ecs.hfg6.4xlarge","5.68","2647.52","5.0552","2647.52","24463.08","741.31","3639.74","47655.36","52420.9","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",16,64,3.5,1000000,5120000,""
"美国 (硅谷)","linux","ecs.r6e.4xlarge","7.48","3428.39","6.6572","3428.39","31678.34","959.95","4793.18","61711.05","67882.16","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",16,128,3.2,3000000,6144000,""
"美国 (硅谷)","linux","ecs.hfr6.4xlarge","7.44","3428.24","6.6216","3428.24","31676.94","959.91","4767.55","61708.32","67879.15","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",16,128,3.5,1000000,5120000,""
"美国 (硅谷)","linux","ecs.r6.4xlarge","6.8","3116.72","6.052","3116.72","28798.49","872.68","4357.44","56100.96","61711.06","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",16,128,3.2,1000000,5120000,""
"美国 (硅谷)","linux","ecs.d2s.5xlarge","17.888","5151.29","17.888","5151.29","47597.92","1442.36","12879.36","92723.22","101995.54","x86","Intel Xeon (Skylake) Platinum 8163",20,88,2.7,1600000,12288000,""
"美国 (硅谷)","linux","ecs.hfc6.6xlarge","7.32","3372.84","6.5148","3372.84","31165.04","944.4","4690.66","60711.12","66782.23","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",24,48,3.5,1500000,7680000,""
"美国 (硅谷)","linux","ecs.c6.6xlarge","6.36","2933.16","5.6604","2933.16","27102.4","821.28","4075.49","52796.88","58076.57","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",24,48,3.2,1500000,7680000,""
"美国 (硅谷)","linux","ecs.hfg6.6xlarge","8.52","3971.28","7.5828","3971.28","36694.63","1111.96","5459.62","71483.04","78631.34","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",24,96,3.5,1500000,7680000,""
"美国 (硅谷)","linux","ecs.g6.6xlarge","7.8","3610.2","6.942","3610.2","33358.25","1010.86","4998.24","64983.6","71481.96","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",24,96,3.2,1500000,7680000,""
"美国 (硅谷)","linux","ecs.r6.6xlarge","10.2","4675.08","9.078","4675.08","43197.74","1309.02","6536.16","84151.44","92566.58","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",24,192,3.2,1500000,7680000,""
"美国 (硅谷)","linux","ecs.hfr6.6xlarge","11.16","5142.36","9.9324","5142.36","47515.41","1439.86","7151.33","92562.48","101818.73","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",24,192,3.5,1500000,7680000,""
"美国 (硅谷)","linux","ecs.c6e.8xlarge","8.904","4106.42","7.92456","4106.42","37943.36","1149.8","5705.68","73915.63","81307.2","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",32,64,3.2,6000000,10240000,""
"美国 (硅谷)","linux","ecs.c6.8xlarge","8.48","3910.88","7.5472","3910.88","36136.53","1095.05","5433.98","70395.84","77435.42","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",32,64,3.2,2000000,10240000,""
"美国 (硅谷)","linux","ecs.hfc6.8xlarge","9.76","4497.12","8.6864","4497.12","41553.39","1259.19","6254.21","80948.16","89042.98","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",32,64,3.5,2000000,10240000,""
"美国 (硅谷)","linux","ecs.g6.8xlarge","10.4","4813.6","9.256","4813.6","44477.66","1347.81","6664.32","86644.8","95309.28","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",32,128,3.2,2000000,10240000,""
"美国 (硅谷)","linux","ecs.hfg6.8xlarge","11.36","5295.04","10.1104","5295.04","48926.17","1482.61","7279.49","95310.72","104841.79","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",32,128,3.5,2000000,10240000,""
